,variable_code,label,concept,predicateType,group,attributes
11520,S2002_C03_066E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!CLASS OF WORKER!!FEDERAL GOVERNMENT WORKERS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_066EA,S2002_C03_066M,S2002_C03_066MA"
11521,S0502_C02_070E,"FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!OCCUPATION!!MANAGEMENT, BUSINESS, SCIENCE, AND ARTS OCCUPATIONS",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_070EA,S0502_C02_070M,S0502_C02_070MA"
11522,S0103_C02_025E,65 YEARS AND OVER!!ESTIMATE!!HOUSEHOLDS BY TYPE!!HOUSEHOLDS!!NONFAMILY HOUSEHOLDS,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_025EA,S0103_C02_025M,S0103_C02_025MA"
11523,S0802_C01_033E,"TOTAL!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!WORKERS 16 YEARS AND OVER WITH EARNINGS!!$35,000 TO $49,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_033EA,S0802_C01_033M,S0802_C01_033MA"
11524,S1201_C06_028E,NEVER MARRIED!!ESTIMATE!!NATIVITY!!FOREIGN BORN,MARITAL STATUS,float,S1201,"S1201_C06_028EA,S1201_C06_028M,S1201_C06_028MA"
11525,S2002_C03_067E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!CLASS OF WORKER!!SELF EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS AND UNPAID FAMILY WORKERS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_067EA,S2002_C03_067M,S2002_C03_067MA"
11526,S0502_C02_071E,FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!OCCUPATION!!SERVICE OCCUPATIONS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_071EA,S0502_C02_071M,S0502_C02_071MA"
11527,S0103_C02_026E,65 YEARS AND OVER!!ESTIMATE!!HOUSEHOLDS BY TYPE!!HOUSEHOLDS!!NONFAMILY HOUSEHOLDS!!HOUSEHOLDER LIVING ALONE,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_026EA,S0103_C02_026M,S0103_C02_026MA"
11528,S0802_C01_032E,"TOTAL!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!WORKERS 16 YEARS AND OVER WITH EARNINGS!!$25,000 TO $34,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_032EA,S0802_C01_032M,S0802_C01_032MA"
11529,S1201_C06_029E,NEVER MARRIED!!ESTIMATE!!LABOR FORCE PARTICIPATION!!MALES 16 YEARS AND OVER,MARITAL STATUS,float,S1201,"S1201_C06_029EA,S1201_C06_029M,S1201_C06_029MA"
11530,S1201_C06_022E,NEVER MARRIED!!ESTIMATE!!POPULATION 15 YEARS AND OVER!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER,MARITAL STATUS,float,S1201,"S1201_C06_022EA,S1201_C06_022M,S1201_C06_022MA"
11531,S2002_C03_064E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!CLASS OF WORKER!!LOCAL GOVERNMENT WORKERS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_064EA,S2002_C03_064M,S2002_C03_064MA"
11532,S0802_C01_031E,"TOTAL!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!WORKERS 16 YEARS AND OVER WITH EARNINGS!!$15,000 TO $24,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_031EA,S0802_C01_031M,S0802_C01_031MA"
11533,S0103_C02_027E,65 YEARS AND OVER!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,int,S0103,"S0103_C02_027EA,S0103_C02_027M,S0103_C02_027MA"
11534,S0501_C01_119E,TOTAL!!ESTIMATE!!AVERAGE HOUSEHOLD SIZE OF OWNER-OCCUPIED UNIT,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_119EA,S0501_C01_119M,S0501_C01_119MA"
11535,S1201_C06_023E,NEVER MARRIED!!ESTIMATE!!POPULATION 15 YEARS AND OVER!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!SOME OTHER RACE,MARITAL STATUS,float,S1201,"S1201_C06_023EA,S1201_C06_023M,S1201_C06_023MA"
11536,S2002_C03_065E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!CLASS OF WORKER!!STATE GOVERNMENT WORKERS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_065EA,S2002_C03_065M,S2002_C03_065MA"
11537,S0802_C01_030E,"TOTAL!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!WORKERS 16 YEARS AND OVER WITH EARNINGS!!$10,000 TO $14,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_030EA,S0802_C01_030M,S0802_C01_030MA"
11538,S0103_C02_028E,"65 YEARS AND OVER!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!NOW MARRIED, EXCEPT SEPARATED",POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_028EA,S0103_C02_028M,S0103_C02_028MA"
11539,S2002_C03_062E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!CLASS OF WORKER!!SELF EMPLOYED IN OWN INCORPORATED BUSINESS WORKERS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_062EA,S2002_C03_062M,S2002_C03_062MA"
11540,S1201_C06_024E,NEVER MARRIED!!ESTIMATE!!POPULATION 15 YEARS AND OVER!!RACE AND HISPANIC OR LATINO ORIGIN!!TWO OR MORE RACES,MARITAL STATUS,float,S1201,"S1201_C06_024EA,S1201_C06_024M,S1201_C06_024MA"
11541,S0103_C02_029E,65 YEARS AND OVER!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!WIDOWED,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_029EA,S0103_C02_029M,S0103_C02_029MA"
11542,S2101_C03_040E,NONVETERANS!!ESTIMATE!!PERCENT IMPUTED!!VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER,VETERAN STATUS,int,S2101,"S2101_C03_040EA,S2101_C03_040M,S2101_C03_040MA"
11543,S2002_C03_063E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!CLASS OF WORKER!!PRIVATE NOT-FOR-PROFIT WAGE AND SALARY WORKERS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_063EA,S2002_C03_063M,S2002_C03_063MA"
11544,S1201_C06_025E,NEVER MARRIED!!ESTIMATE!!HISPANIC OR LATINO ORIGIN (OF ANY RACE),MARITAL STATUS,float,S1201,"S1201_C06_025EA,S1201_C06_025M,S1201_C06_025MA"
11545,S2101_C03_041E,NONVETERANS!!ESTIMATE!!PERCENT IMPUTED!!PERIOD OF SERVICE FOR THE CIVILIAN VETERAN POPULATION 18 YEARS AND OVER,VETERAN STATUS,int,S2101,"S2101_C03_041EA,S2101_C03_041M,S2101_C03_041MA"
11546,S0501_C01_115E,"TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY!!WITH RELATED CHILDREN UNDER 5 YEARS ONLY",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_115EA,S0501_C01_115M,S0501_C01_115MA"
11547,S0505_C01_141E,TOTAL!!ESTIMATE!!OWNER-OCCUPIED HOUSING UNITS!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!LESS THAN 30 PERCENT,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C01_141EA,S0505_C01_141M,S0505_C01_141MA"
11548,S0901_C01_013E,TOTAL!!ESTIMATE!!HISPANIC OR LATINO ORIGIN (OF ANY RACE),CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_013EA,S0901_C01_013M,S0901_C01_013MA"
11549,S0701PR_C04_006E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!35 TO 44 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_006EA,S0701PR_C04_006M,S0701PR_C04_006MA"
11550,S2002_C03_061E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!CLASS OF WORKER!!EMPLOYEE OF PRIVATE COMPANY WORKERS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_061EA,S2002_C03_061M,S2002_C03_061MA"
11551,S2701_C02_071E,NUMBER UNINSURED!!ESTIMATE!!PERCENT IMPUTED!!HEALTH INSURANCE COVERAGE!!PUBLIC COVERAGE!!VA HEALTH CARE,HEALTH INSURANCE COVERAGE STATUS,int,S2701,"S2701_C02_071EA,S2701_C02_071M,S2701_C02_071MA"
11552,S0501_C01_116E,TOTAL!!ESTIMATE!!OCCUPIED HOUSING UNITS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,"S0501_C01_116EA,S0501_C01_116M,S0501_C01_116MA"
11553,S0901_C01_012E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!TWO OR MORE RACES,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_012EA,S0901_C01_012M,S0901_C01_012MA"
11554,S1601_C03_009E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!SPANISH OR SPANISH CREOLE!!5-17 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_009EA,S1601_C03_009M,S1601_C03_009MA"
11555,S0505_C01_142E,TOTAL!!ESTIMATE!!OWNER-OCCUPIED HOUSING UNITS!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 PERCENT OR MORE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C01_142EA,S0505_C01_142M,S0505_C01_142MA"
11556,S0701PR_C04_005E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!25 TO 34 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_005EA,S0701PR_C04_005M,S0701PR_C04_005MA"
11557,S2002_C03_060E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!INDUSTRY!!PUBLIC ADMINISTRATION,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_060EA,S2002_C03_060M,S2002_C03_060MA"
11558,S1201_C06_020E,NEVER MARRIED!!ESTIMATE!!POPULATION 15 YEARS AND OVER!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE,MARITAL STATUS,float,S1201,"S1201_C06_020EA,S1201_C06_020M,S1201_C06_020MA"
11559,S0501_C01_117E,TOTAL!!ESTIMATE!!OCCUPIED HOUSING UNITS!!HOUSING TENURE!!OWNER-OCCUPIED HOUSING UNITS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_117EA,S0501_C01_117M,S0501_C01_117MA"
11560,S0701PR_C04_008E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!55 TO 64 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_008EA,S0701PR_C04_008M,S0701PR_C04_008MA"
11561,S0901_C01_011E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!SOME OTHER RACE,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_011EA,S0901_C01_011M,S0901_C01_011MA"
11562,S1201_C06_021E,NEVER MARRIED!!ESTIMATE!!POPULATION 15 YEARS AND OVER!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!ASIAN,MARITAL STATUS,float,S1201,"S1201_C06_021EA,S1201_C06_021M,S1201_C06_021MA"
11563,S0505_C01_140E,TOTAL!!ESTIMATE!!OWNER-OCCUPIED HOUSING UNITS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,"S0505_C01_140EA,S0505_C01_140M,S0505_C01_140MA"
11564,S0501_C01_118E,TOTAL!!ESTIMATE!!OCCUPIED HOUSING UNITS!!HOUSING TENURE!!RENTER-OCCUPIED HOUSING UNITS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_118EA,S0501_C01_118M,S0501_C01_118MA"
11565,S0901_C01_010E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_010EA,S0901_C01_010M,S0901_C01_010MA"
11566,S0701PR_C04_007E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!45 TO 54 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_007EA,S0701PR_C04_007M,S0701PR_C04_007MA"
11567,S0901_C01_017E,TOTAL!!ESTIMATE!!RELATIONSHIP TO HOUSEHOLDER!!OTHER RELATIVES,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_017EA,S0901_C01_017M,S0901_C01_017MA"
11568,S0501_C01_111E,TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY!!WITH RELATED CHILDREN UNDER 18 YEARS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_111EA,S0501_C01_111M,S0501_C01_111MA"
11569,S0802_C01_039E,TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!WORKERS 16 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED!!BELOW 100 PERCENT OF THE POVERTY LEVEL,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_039EA,S0802_C01_039M,S0802_C01_039MA"
11570,S0103_C02_020E,65 YEARS AND OVER!!ESTIMATE!!RELATIONSHIP!!POPULATION IN HOUSEHOLDS!!NONRELATIVES!!UNMARRIED PARTNER,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_020EA,S0103_C02_020M,S0103_C02_020MA"
11571,S0901_C01_016E,TOTAL!!ESTIMATE!!RELATIONSHIP TO HOUSEHOLDER!!GRANDCHILD,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_016EA,S0901_C01_016M,S0901_C01_016MA"
11572,S0501_C01_112E,TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY!!WITH RELATED CHILDREN UNDER 5 YEARS ONLY,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_112EA,S0501_C01_112M,S0501_C01_112MA"
11573,S0802_C01_038E,TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!WORKERS 16 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,"S0802_C01_038EA,S0802_C01_038M,S0802_C01_038MA"
11574,S1002_C02_019E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!SPEAK OTHER LANGUAGE,GRANDPARENTS,float,S1002,"S1002_C02_019EA,S1002_C02_019M,S1002_C02_019MA"
11575,S0701PR_C04_009E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!65 TO 74 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_009EA,S0701PR_C04_009M,S0701PR_C04_009MA"
11576,S2701_C02_070E,NUMBER UNINSURED!!ESTIMATE!!PERCENT IMPUTED!!HEALTH INSURANCE COVERAGE!!PUBLIC COVERAGE!!MEDICAID/MEANS-TESTED PUBLIC COVERAGE,HEALTH INSURANCE COVERAGE STATUS,int,S2701,"S2701_C02_070EA,S2701_C02_070M,S2701_C02_070MA"
11577,S0103_C02_021E,65 YEARS AND OVER!!ESTIMATE!!HOUSEHOLDS BY TYPE!!HOUSEHOLDS,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,int,S0103,"S0103_C02_021EA,S0103_C02_021M,S0103_C02_021MA"
11578,S0901_C01_015E,"TOTAL!!ESTIMATE!!RELATIONSHIP TO HOUSEHOLDER!!OWN CHILD (BIOLOGICAL, STEP OR ADOPTED)",CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_015EA,S0901_C01_015M,S0901_C01_015MA"
11579,S0501_C01_113E,"TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_113EA,S0501_C01_113M,S0501_C01_113MA"
11580,S0802_C01_037E,TOTAL!!ESTIMATE!!MEDIAN EARNINGS (DOLLARS),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,"S0802_C01_037EA,S0802_C01_037M,S0802_C01_037MA"
11581,S0103_C02_022E,65 YEARS AND OVER!!ESTIMATE!!HOUSEHOLDS BY TYPE!!HOUSEHOLDS!!FAMILY HOUSEHOLDS,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_022EA,S0103_C02_022M,S0103_C02_022MA"
11582,S0901_C01_014E,"TOTAL!!ESTIMATE!!WHITE ALONE, NOT HISPANIC OR LATINO",CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_014EA,S0901_C01_014M,S0901_C01_014MA"
11583,S0501_C01_114E,"TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY!!WITH RELATED CHILDREN UNDER 18 YEARS",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_114EA,S0501_C01_114M,S0501_C01_114MA"
11584,S0802_C01_036E,"TOTAL!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!WORKERS 16 YEARS AND OVER WITH EARNINGS!!$75,000 OR MORE",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_036EA,S0802_C01_036M,S0802_C01_036MA"
11585,S0505_C04_010E,FOREIGN BORN; BORN IN SOUTH CENTRAL ASIA!!ESTIMATE!!SEX AND AGE!!MALE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C04_010EA,S0505_C04_010M,S0505_C04_010MA"
11586,S2201_C01_019E,TOTAL!!ESTIMATE!!WORK STATUS!!FAMILIES!!1 WORKER IN PAST 12 MONTHS,FOOD STAMPS/SNAP,float,S2201,"S2201_C01_019EA,S2201_C01_019M,S2201_C01_019MA"
11587,S2601A_C04_089E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!ARMED FORCES,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_089EA,S2601A_C04_089M,S2601A_C04_089MA"
11588,SDELM,"SCHOOL DISTRICT, ELEMENTARY     ",,,N/A,
11589,S2601A_C04_087E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_087EA,S2601A_C04_087M,S2601A_C04_087MA"
11590,S0504_C01_019E,TOTAL!!ESTIMATE!!75 TO 84 YEARS,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C01_019EA,S0504_C01_019M,S0504_C01_019MA"
11591,S2601A_C04_088E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED!!PERCENT OF CIVILIAN LABOR FORCE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_088EA,S2601A_C04_088M,S2601A_C04_088MA"
11592,S2201_C01_015E,"TOTAL!!ESTIMATE!!WHITE ALONE, NOT HISPANIC OR LATINO",FOOD STAMPS/SNAP,float,S2201,"S2201_C01_015EA,S2201_C01_015M,S2201_C01_015MA"
11593,S2201_C01_016E,TOTAL!!ESTIMATE!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!MEDIAN INCOME (DOLLARS),FOOD STAMPS/SNAP,int,S2201,"S2201_C01_016EA,S2201_C01_016M,S2201_C01_016MA"
11594,S2201_C01_017E,TOTAL!!ESTIMATE!!WORK STATUS!!FAMILIES,FOOD STAMPS/SNAP,int,S2201,"S2201_C01_017EA,S2201_C01_017M,S2201_C01_017MA"
11595,S1401_C02_031E,PERCENT OF ENROLLED POPULATION!!IN PUBLIC SCHOOL!!ESTIMATE!!PERCENT IMPUTED!!GRADE ENROLLED,SCHOOL ENROLLMENT,int,S1401,"S1401_C02_031EA,S1401_C02_031M,S1401_C02_031MA"
11596,S2201_C01_018E,TOTAL!!ESTIMATE!!WORK STATUS!!FAMILIES!!NO WORKERS IN PAST 12 MONTHS,FOOD STAMPS/SNAP,float,S2201,"S2201_C01_018EA,S2201_C01_018M,S2201_C01_018MA"
11597,S1401_C02_030E,PERCENT OF ENROLLED POPULATION!!IN PUBLIC SCHOOL!!ESTIMATE!!PERCENT IMPUTED!!SCHOOL ENROLLMENT,SCHOOL ENROLLMENT,int,S1401,"S1401_C02_030EA,S1401_C02_030M,S1401_C02_030MA"
11598,S0502_C04_119E,FOREIGN BORN; ENTERED BEFORE 2000!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C04_119EA,S0502_C04_119M,S0502_C04_119MA"
11599,S0103_C02_007E,65 YEARS AND OVER!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!BLACK OR AFRICAN AMERICAN,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_007EA,S0103_C02_007M,S0103_C02_007MA"
11600,S2201_C01_011E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!ONE RACE!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER,FOOD STAMPS/SNAP,float,S2201,"S2201_C01_011EA,S2201_C01_011M,S2201_C01_011MA"
11601,S2601A_C04_081E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!POPULATION 5 YEARS AND OVER!!LANGUAGE OTHER THAN ENGLISH,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_081EA,S2601A_C04_081M,S2601A_C04_081MA"
11602,S0103_C02_008E,65 YEARS AND OVER!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_008EA,S0103_C02_008M,S0103_C02_008MA"
