,variable_code,label,concept,predicateType,group,limit,attributes,predicateOnly
10786,S0101_C03_008E,Female!!Estimate!!AGE!!30 to 34 years,AGE AND SEX,float,S0101,0,"S0101_C03_008EA,S0101_C03_008M,S0101_C03_008MA",
10787,S1501_C01_029E,Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_029EA,S1501_C01_029M,S1501_C01_029MA",
10788,S0101_C03_009E,Female!!Estimate!!AGE!!35 to 39 years,AGE AND SEX,float,S0101,0,"S0101_C03_009EA,S0101_C03_009M,S0101_C03_009MA",
10789,S1501_C01_028E,Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_028EA,S1501_C01_028M,S1501_C01_028MA",
10790,S0506_C04_141E,Foreign born; Born in Other Central America!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C04_141EA,S0506_C04_141M,S0506_C04_141MA",
10791,S0801_C01_022E,Total!!Estimate!!Living in 12 selected states,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_022EA,S0801_C01_022M,S0801_C01_022MA",
10792,S0506_C04_144E,Foreign born; Born in Other Central America!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C04_144EA,S0506_C04_144M,S0506_C04_144MA",
10793,S2702PR_C01_105E,Total Civilian Noninstitutionalized Population!!Estimate!!At or above 300 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C01_105EA,S2702PR_C01_105M,S2702PR_C01_105MA",
10794,S0505_C05_046E,Foreign born; Born in South Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C05_046EA,S0505_C05_046M,S0505_C05_046MA",
10795,S0506_C04_143E,Foreign born; Born in Other Central America!!Estimate!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C04_143EA,S0506_C04_143M,S0506_C04_143MA",
10796,S0801_C01_021E,Total!!Estimate!!Not living in a place,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_021EA,S0801_C01_021M,S0801_C01_021MA",
10797,S2702PR_C01_104E,Total Civilian Noninstitutionalized Population!!Estimate!!200 to 299 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C01_104EA,S2702PR_C01_104M,S2702PR_C01_104MA",
10798,S0505_C05_047E,Foreign born; Born in South Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_047EA,S0505_C05_047M,S0505_C05_047MA",
10799,S0801_C01_024E,Total!!Estimate!!Living in 12 selected states!!Worked outside minor civil division of residence,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_024EA,S0801_C01_024M,S0801_C01_024MA",
10800,S2702PR_C01_103E,Total Civilian Noninstitutionalized Population!!Estimate!!150 to 199 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C01_103EA,S2702PR_C01_103M,S2702PR_C01_103MA",
10801,S0505_C05_048E,Foreign born; Born in South Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_048EA,S0505_C05_048M,S0505_C05_048MA",
10802,S0506_C04_145E,Foreign born; Born in Other Central America!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C04_145EA,S0506_C04_145M,S0506_C04_145MA",
10803,S0801_C01_023E,Total!!Estimate!!Living in 12 selected states!!Worked in minor civil division of residence,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_023EA,S0801_C01_023M,S0801_C01_023MA",
10804,S2702PR_C01_102E,Total Civilian Noninstitutionalized Population!!Estimate!!100 to 149 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C01_102EA,S2702PR_C01_102M,S2702PR_C01_102MA",
10805,S0505_C05_049E,Foreign born; Born in South Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_049EA,S0505_C05_049M,S0505_C05_049MA",
10806,S0505_C05_042E,"Foreign born; Born in South Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_042EA,S0505_C05_042M,S0505_C05_042MA",
10807,S0505_C05_043E,Foreign born; Born in South Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_043EA,S0505_C05_043M,S0505_C05_043MA",
10808,S2406_C02_001E,Employee of private company workers!!Estimate!!Civilian employed population 16 years and over,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2406,0,"S2406_C02_001EA,S2406_C02_001M,S2406_C02_001MA",
10809,S0801_C01_020E,Total!!Estimate!!Living in a place!!Worked outside place of residence,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_020EA,S0801_C01_020M,S0801_C01_020MA",
10810,S0804_C03_097E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT IMPUTED!!Vehicles available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,int,S0804,0,"S0804_C03_097EA,S0804_C03_097M,S0804_C03_097MA",
10811,S0505_C05_044E,Foreign born; Born in South Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_044EA,S0505_C05_044M,S0505_C05_044MA",
10812,S2406_C02_002E,"Employee of private company workers!!Estimate!!Management, business, science, and arts occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2406,0,"S2406_C02_002EA,S2406_C02_002M,S2406_C02_002MA",
10813,S0804_C03_096E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT IMPUTED!!Travel time to work",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,int,S0804,0,"S0804_C03_096EA,S0804_C03_096M,S0804_C03_096MA",
10814,S0505_C05_045E,Foreign born; Born in South Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_045EA,S0505_C05_045M,S0505_C05_045MA",
10815,S0505_C05_050E,Foreign born; Born in South Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_050EA,S0505_C05_050M,S0505_C05_050MA",
10816,S2701_C03_029E,Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Employed,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_029EA,S2701_C03_029M,S2701_C03_029MA",
10817,S0505_C05_051E,Foreign born; Born in South Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_051EA,S0505_C05_051M,S0505_C05_051MA",
10818,S2701_C03_028E,Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_028EA,S2701_C03_028M,S2701_C03_028MA",
10819,S0801_C01_029E,Total!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!5:30 a.m. to 5:59 a.m.,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_029EA,S0801_C01_029M,S0801_C01_029MA",
10820,S0505_C05_052E,Foreign born; Born in South Eastern Asia!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C05_052EA,S0505_C05_052M,S0505_C05_052MA",
10821,S2701_C03_027E,Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_027EA,S2701_C03_027M,S2701_C03_027MA",
10822,S2701_C03_026E,Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Bachelor's degree or higher,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_026EA,S2701_C03_026M,S2701_C03_026MA",
10823,S0505_C05_053E,Foreign born; Born in South Eastern Asia!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_053EA,S0505_C05_053M,S0505_C05_053MA",
10824,S2702PR_C01_101E,Total Civilian Noninstitutionalized Population!!Estimate!!50 to 99 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C01_101EA,S2702PR_C01_101M,S2702PR_C01_101MA",
10825,S0801_C01_026E,Total!!Estimate!!Workers 16 years and over who did not work at home,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_026EA,S0801_C01_026M,S0801_C01_026MA",
10826,S0801_C01_025E,Total!!Estimate!!Not living in 12 selected states,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_025EA,S0801_C01_025M,S0801_C01_025MA",
10827,S2702PR_C01_100E,Total Civilian Noninstitutionalized Population!!Estimate!!Below 50 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C01_100EA,S2702PR_C01_100M,S2702PR_C01_100MA",
10828,S0802_C04_010E,Public transportation (excluding taxicab)!!Estimate!!SEX!!Female,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_010EA,S0802_C04_010M,S0802_C04_010MA",
10829,S0802_C04_011E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_011EA,S0802_C04_011M,S0802_C04_011MA",
10830,S0801_C01_028E,Total!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!5:00 a.m. to 5:29 a.m.,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_028EA,S0801_C01_028M,S0801_C01_028MA",
10831,CBSA,Metropolitan Statistical Area/Micropolitan Statistical Area,,,N/A,0,,
10832,S0802_C04_012E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_012EA,S0802_C04_012M,S0802_C04_012MA",
10833,S0801_C01_027E,Total!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!12:00 a.m. to 4:59 a.m.,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_027EA,S0801_C01_027M,S0801_C01_027MA",
10834,S2701_C03_021E,Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a citizen,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_021EA,S2701_C03_021M,S2701_C03_021MA",
10835,S0802_C04_013E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_013EA,S0802_C04_013M,S0802_C04_013MA",
10836,S2701_C03_020E,Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_020EA,S2701_C03_020M,S2701_C03_020MA",
10837,S0802_C04_014E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_014EA,S0802_C04_014M,S0802_C04_014MA",
10838,S0802_C04_015E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_015EA,S0802_C04_015M,S0802_C04_015MA",
10839,S0802_C04_016E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_016EA,S0802_C04_016M,S0802_C04_016MA",
10840,S2701_C03_025E,Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Some college or associate's degree,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_025EA,S2701_C03_025M,S2701_C03_025MA",
10841,S0802_C04_017E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_017EA,S0802_C04_017M,S0802_C04_017MA",
10842,S0101_C03_002E,Female!!Estimate!!AGE!!Under 5 years,AGE AND SEX,float,S0101,0,"S0101_C03_002EA,S0101_C03_002M,S0101_C03_002MA",
10843,S1501_C01_031E,Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_031EA,S1501_C01_031M,S1501_C01_031MA",
10844,S2701_C03_024E,"Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!High school graduate, GED, or alternative",HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_024EA,S2701_C03_024M,S2701_C03_024MA",
10845,S0802_C04_018E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_018EA,S0802_C04_018M,S0802_C04_018MA",
10846,S0101_C03_003E,Female!!Estimate!!AGE!!5 to 9 years,AGE AND SEX,float,S0101,0,"S0101_C03_003EA,S0101_C03_003M,S0101_C03_003MA",
10847,S1501_C01_030E,Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_030EA,S1501_C01_030M,S1501_C01_030MA",
10848,S2701_C03_023E,Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Less than high school graduate,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_023EA,S2701_C03_023M,S2701_C03_023MA",
10849,S1501_C01_033E,Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_033EA,S1501_C01_033M,S1501_C01_033MA",
10850,S0802_C04_019E,Public transportation (excluding taxicab)!!Estimate!!Hispanic or Latino origin (of any race),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_019EA,S0802_C04_019M,S0802_C04_019MA",
10851,S2701_C03_022E,Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_022EA,S2701_C03_022M,S2701_C03_022MA",
10852,S0101_C03_001E,Female!!Estimate!!Total population,AGE AND SEX,int,S0101,0,"S0101_C03_001EA,S0101_C03_001M,S0101_C03_001MA",
10853,S1501_C01_032E,Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_032EA,S1501_C01_032M,S1501_C01_032MA",
10854,S1301_C05_032E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!PERCENT IMPUTED!!Fertility,FERTILITY,int,S1301,0,"S1301_C05_032EA,S1301_C05_032M,S1301_C05_032MA",
10855,S0505_C05_018E,Foreign born; Born in South Eastern Asia!!Estimate!!65 to 74 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_018EA,S0505_C05_018M,S0505_C05_018MA",
10856,S1501_C01_035E,Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_035EA,S1501_C01_035M,S1501_C01_035MA",
10857,S0701PR_C04_034E,Moved; from the U.S.!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,0,"S0701PR_C04_034EA,S0701PR_C04_034M,S0701PR_C04_034MA",
10858,S0505_C05_019E,Foreign born; Born in South Eastern Asia!!Estimate!!75 to 84 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_019EA,S0505_C05_019M,S0505_C05_019MA",
10859,S1501_C01_034E,Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_034EA,S1501_C01_034M,S1501_C01_034MA",
10860,S0701PR_C04_033E,Moved; from the U.S.!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,0,"S0701PR_C04_033EA,S0701PR_C04_033M,S0701PR_C04_033MA",
10861,S1401_C03_031E,Percent of enrolled population!!In private school!!Estimate!!PERCENT IMPUTED!!Grade enrolled,SCHOOL ENROLLMENT,int,S1401,0,"S1401_C03_031EA,S1401_C03_031M,S1401_C03_031MA",
10862,S1501_C01_037E,Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_037EA,S1501_C01_037M,S1501_C01_037MA",
10863,S0701PR_C04_036E,Moved; from the U.S.!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,0,"S0701PR_C04_036EA,S0701PR_C04_036M,S0701PR_C04_036MA",
10864,S1501_C01_036E,Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_036EA,S1501_C01_036M,S1501_C01_036MA",
10865,S0701PR_C04_035E,Moved; from the U.S.!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,0,"S0701PR_C04_035EA,S0701PR_C04_035M,S0701PR_C04_035MA",
10866,S2601A_C04_021E,Noninstitutionalized group quarters population!!Estimate!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C04_021EA,S2601A_C04_021M,S2601A_C04_021MA",
10867,S0701PR_C04_038E,Moved; from the U.S.!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,0,"S0701PR_C04_038EA,S0701PR_C04_038M,S0701PR_C04_038MA",
10868,S0505_C05_014E,Foreign born; Born in South Eastern Asia!!Estimate!!18 to 24 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_014EA,S0505_C05_014M,S0505_C05_014MA",
10869,S1401_C03_030E,Percent of enrolled population!!In private school!!Estimate!!PERCENT IMPUTED!!School enrollment,SCHOOL ENROLLMENT,int,S1401,0,"S1401_C03_030EA,S1401_C03_030M,S1401_C03_030MA",
10870,S1501_C01_038E,Total!!Estimate!!PERCENT IMPUTED!!Educational attainment,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_038EA,S1501_C01_038M,S1501_C01_038MA",
10871,S0701PR_C04_037E,Moved; from the U.S.!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,0,"S0701PR_C04_037EA,S0701PR_C04_037M,S0701PR_C04_037MA",
